runtime, var  , query , n_s , n_st , timerange
9.488105773925781 , 2.2192844551896362 , q6 , 1 , 2 , minute
13.570189476013184 , 1.0558628488949173 , q6 , 1 , 2 , hour
105.76128959655762 , 3.2008002633113364 , q6 , 1 , 2 , day
2555.2883863449097 , 49.35716276674374 , q6 , 1 , 2 , month
639.1226053237915 , 0.9209929336600564 , q6 , 1 , 2 , week
2781.100273132324 , 5.0434604802076235 , q6 , 1 , 4 , month
8.626699447631836 , 2.4633990017647345 , q6 , 1 , 4 , minute
14.231681823730469 , 3.2979066022804364 , q6 , 1 , 4 , hour
109.4973087310791 , 5.334779497114923 , q6 , 1 , 4 , day
638.6712789535522 , 1.0025892323771473 , q6 , 1 , 4 , week
2826.0550498962402 , 35.37637876610401 , q6 , 1 , 6 , month
8.465290069580078 , 2.4509235346055096 , q6 , 1 , 6 , minute
13.779282569885254 , 2.9706784704418547 , q6 , 1 , 6 , hour
134.58263874053955 , 40.66277368112843 , q6 , 1 , 6 , day
650.0554084777832 , 9.51237512151474 , q6 , 1 , 6 , week
2845.3723192214966 , 51.93924729391515 , q6 , 1 , 8 , month
8.780479431152344 , 3.0285039465988017 , q6 , 1 , 8 , minute
16.081809997558594 , 2.440133941386721 , q6 , 1 , 8 , hour
105.81588745117188 , 1.4930099616499102 , q6 , 1 , 8 , day
649.1531133651733 , 7.0265539963422095 , q6 , 1 , 8 , week
2860.157370567322 , 39.52346007218194 , q6 , 20 , 2 , month
8.706331253051758 , 2.263454352429053 , q6 , 20 , 2 , minute
14.2287015914917 , 3.0273238348404967 , q6 , 20 , 2 , hour
104.2252779006958 , 0.16639575792100963 , q6 , 20 , 2 , day
636.5178823471069 , 5.8700444732032775 , q6 , 20 , 2 , week
2803.0322790145874 , 33.61278603701417 , q6 , 20 , 4 , month
9.037494659423828 , 3.363992860745518 , q6 , 20 , 4 , minute
12.374401092529297 , 1.0701927773886213 , q6 , 20 , 4 , hour
107.2542667388916 , 1.3014946820164077 , q6 , 20 , 4 , day
636.7361545562744 , 1.28227571909544 , q6 , 20 , 4 , week
2812.9334449768066 , 31.240255640638917 , q6 , 20 , 6 , month
8.888602256774902 , 2.091663797898649 , q6 , 20 , 6 , minute
13.397693634033203 , 0.07721302647195787 , q6 , 20 , 6 , hour
108.02853107452393 , 1.8165291708195328 , q6 , 20 , 6 , day
640.3231620788574 , 0.6746867509623916 , q6 , 20 , 6 , week
2807.608962059021 , 23.893048420825828 , q6 , 20 , 8 , month
9.176969528198242 , 3.356912190195688 , q6 , 20 , 8 , minute
12.055277824401855 , 0.6293367419646697 , q6 , 20 , 8 , hour
104.75468635559082 , 1.7553319467817146 , q6 , 20 , 8 , day
640.8278942108154 , 0.6025313463117411 , q6 , 20 , 8 , week
2797.4700927734375 , 11.049554980404066 , q6 , 40 , 2 , month
10.359525680541992 , 0.02697398304697218 , q6 , 40 , 2 , minute
14.946699142456055 , 3.217321827927607 , q6 , 40 , 2 , hour
107.10442066192627 , 0.9982059601320142 , q6 , 40 , 2 , day
638.6270523071289 , 5.449418925064554 , q6 , 40 , 2 , week
2816.6282176971436 , 36.986388379220166 , q6 , 40 , 4 , month
8.943557739257812 , 2.3086357740327315 , q6 , 40 , 4 , minute
13.918757438659668 , 2.306444137910165 , q6 , 40 , 4 , hour
105.75032234191895 , 3.7635449846287936 , q6 , 40 , 4 , day
639.5002603530884 , 1.4409164568904451 , q6 , 40 , 4 , week
2803.3512830734253 , 8.484160605242968 , q6 , 40 , 6 , month
8.6747407913208 , 3.234349154726008 , q6 , 40 , 6 , minute
17.109274864196777 , 2.829402234233338 , q6 , 40 , 6 , hour
109.14552211761475 , 2.3681471241301137 , q6 , 40 , 6 , day
641.971230506897 , 1.9429697163522148 , q6 , 40 , 6 , week
2798.5440492630005 , 16.214904146505194 , q6 , 40 , 8 , month
10.347723960876465 , 0.6337200142098026 , q6 , 40 , 8 , minute
15.129327774047852 , 1.3867999034024572 , q6 , 40 , 8 , hour
109.64536666870117 , 0.4723818781101003 , q6 , 40 , 8 , day
642.3689126968384 , 0.6171984495935322 , q6 , 40 , 8 , week
2819.5403814315796 , 40.282440520166126 , q6 , 60 , 2 , month
8.871078491210938 , 2.785400924387965 , q6 , 60 , 2 , minute
14.029979705810547 , 2.580398653230976 , q6 , 60 , 2 , hour
106.24372959136963 , 3.090375520212794 , q6 , 60 , 2 , day
636.5004777908325 , 2.6378869545998356 , q6 , 60 , 2 , week
2797.835111618042 , 1.9512304986603501 , q6 , 60 , 4 , month
8.940815925598145 , 2.7177973793764907 , q6 , 60 , 4 , minute
12.703776359558105 , 0.49750139982259317 , q6 , 60 , 4 , hour
108.09922218322754 , 0.12880076904929216 , q6 , 60 , 4 , day
642.5191164016724 , 1.766290127394547 , q6 , 60 , 4 , week
2801.842212677002 , 21.501973411105787 , q6 , 60 , 6 , month
8.79359245300293 , 3.4115345058658066 , q6 , 60 , 6 , minute
14.045476913452148 , 3.1593277643766164 , q6 , 60 , 6 , hour
107.84459114074707 , 1.7303810124632655 , q6 , 60 , 6 , day
639.0067338943481 , 2.856039042492223 , q6 , 60 , 6 , week
2861.320972442627 , 67.58870932079819 , q6 , 60 , 8 , month
8.665204048156738 , 2.235637432411863 , q6 , 60 , 8 , minute
16.208529472351074 , 1.1968019103153469 , q6 , 60 , 8 , hour
108.634352684021 , 0.03894368802406609 , q6 , 60 , 8 , day
645.2736854553223 , 1.6059635156591061 , q6 , 60 , 8 , week
2793.507933616638 , 9.972450119859658 , q6 , 80 , 2 , month
