runtime, var  , query , n_s , n_st , timerange
3.049159049987793 , 3.539390430481507 , q1 , 1 , 2 , minute
7.409167289733887 , 3.9547904418491906 , q1 , 1 , 2 , hour
35.28304100036621 , 11.26531276596556 , q1 , 1 , 2 , day
188.42284679412842 , 23.004755299686305 , q1 , 1 , 2 , week
724.6843338012695 , 48.59041874560691 , q1 , 1 , 2 , month
2.123284339904785 , 2.8206292135542173 , q1 , 1 , 4 , minute
3.7479400634765625 , 0.8421316444034749 , q1 , 1 , 4 , hour
66.2036657333374 , 16.852875588259284 , q1 , 1 , 4 , day
332.87928104400635 , 26.215963234576602 , q1 , 1 , 4 , week
1401.3333320617676 , 40.60617924901262 , q1 , 1 , 4 , month
1.206827163696289 , 0.48491886234844006 , q1 , 1 , 6 , minute
3.7271738052368164 , 0.7902860325397427 , q1 , 1 , 6 , hour
107.85214900970459 , 25.063710839395508 , q1 , 1 , 6 , day
502.7759075164795 , 38.641597638522036 , q1 , 1 , 6 , week
2096.5242624282837 , 58.57297580757242 , q1 , 1 , 6 , month
1.4864206314086914 , 1.1399372534716732 , q1 , 1 , 8 , minute
4.870080947875977 , 0.8708733308450805 , q1 , 1 , 8 , hour
120.03083229064941 , 22.95344336347974 , q1 , 1 , 8 , day
680.6466341018677 , 43.85371280693015 , q1 , 1 , 8 , week
2799.3094205856323 , 102.94925205541654 , q1 , 1 , 8 , month
1.2651443481445312 , 0.42518699200212057 , q1 , 1 , 10 , minute
5.498719215393066 , 0.8178663778926509 , q1 , 1 , 10 , hour
125.8995771408081 , 11.73074137536631 , q1 , 1 , 10 , day
836.5865707397461 , 40.587465469760055 , q1 , 1 , 10 , week
3518.200635910034 , 118.37214861811134 , q1 , 1 , 10 , month
1.4459609985351562 , 0.5779618335408856 , q1 , 20 , 2 , minute
7.141780853271484 , 1.1197400917496714 , q1 , 20 , 2 , hour
158.9130401611328 , 14.038745431656277 , q1 , 20 , 2 , day
1004.2335748672485 , 29.25413214513633 , q1 , 20 , 2 , week
4319.26281452179 , 109.27062968950048 , q1 , 20 , 2 , month
1.515364646911621 , 0.6194412262677473 , q1 , 20 , 4 , minute
13.502717018127441 , 3.3246364994372586 , q1 , 20 , 4 , hour
309.5878839492798 , 25.372390378010785 , q1 , 20 , 4 , day
2016.0089015960693 , 78.44153521543242 , q1 , 20 , 4 , week
8588.207173347473 , 153.03200044390468 , q1 , 20 , 4 , month
1.5591859817504883 , 0.6237503430791556 , q1 , 20 , 6 , minute
21.77107334136963 , 4.91542333182022 , q1 , 20 , 6 , hour
451.0143995285034 , 26.274046474848138 , q1 , 20 , 6 , day
3001.1059761047363 , 92.9125726497475 , q1 , 20 , 6 , week
12803.069853782654 , 201.01464837783863 , q1 , 20 , 6 , month
1.8005609512329102 , 0.7703257060315305 , q1 , 20 , 8 , minute
27.13901996612549 , 4.2258064866811145 , q1 , 20 , 8 , hour
573.9506721496582 , 24.75795596746537 , q1 , 20 , 8 , day
3983.8637828826904 , 111.24559907271285 , q1 , 20 , 8 , week
