0.13148069381713867 , 0.10121668616198656  , q1 , 1 , 1 , minute
0.25861263275146484 , 0.024317620768006285  , q1 , 1 , 1 , hour
3.816652297973633 , 0.1500774393814693  , q1 , 1 , 1 , day
25.16396999359131 , 0.9720928833962134  , q1 , 1 , 1 , week
117.49215126037598 , 4.895000271435931  , q1 , 1 , 1 , month
0.13542652130126953 , 0.056684243940565066  , q1 , 1 , 2 , minute
0.4641842842102051 , 0.02586199772221636  , q1 , 1 , 2 , hour
7.338590621948242 , 0.11409257907024266  , q1 , 1 , 2 , day
51.64400100708008 , 1.646189526741186  , q1 , 1 , 2 , week
232.42509603500366 , 5.712599145958531  , q1 , 1 , 2 , month
0.1796245574951172 , 0.3036702677156584  , q1 , 1 , 3 , minute
0.7011771202087402 , 0.07540344155487808  , q1 , 1 , 3 , hour
10.89726448059082 , 0.33799378601425145  , q1 , 1 , 3 , day
77.91966438293457 , 2.710491331940558  , q1 , 1 , 3 , week
346.81071043014526 , 6.306079728769781  , q1 , 1 , 3 , month
0.15545368194580078 , 0.06402740273749956  , q1 , 1 , 4 , minute
0.8304691314697266 , 0.061332419085891876  , q1 , 1 , 4 , hour
14.421756267547607 , 0.1669251315220189  , q1 , 1 , 4 , day
105.63615798950195 , 3.7989988461266853  , q1 , 1 , 4 , week
461.5009355545044 , 6.64343903896445  , q1 , 1 , 4 , month
0.16823768615722656 , 0.0815202696327299  , q1 , 1 , 5 , minute
1.043105125427246 , 0.06683301525620171  , q1 , 1 , 5 , hour
17.938709259033203 , 0.23124527989646315  , q1 , 1 , 5 , day
130.50555229187012 , 4.656599013153566  , q1 , 1 , 5 , week
574.0690684318542 , 8.52813408060777  , q1 , 1 , 5 , month
0.1836681365966797 , 0.0822569507881548  , q1 , 1 , 6 , minute
1.2583208084106445 , 0.07649622442952775  , q1 , 1 , 6 , hour
21.609971523284912 , 0.49804230178189357  , q1 , 1 , 6 , day
159.18903350830078 , 5.314974241138112  , q1 , 1 , 6 , week
687.4945259094238 , 6.118874015283532  , q1 , 1 , 6 , month
0.21076440811157227 , 0.08838983717005743  , q1 , 1 , 7 , minute
1.3545727729797363 , 0.06308851464523016  , q1 , 1 , 7 , hour
25.221757888793945 , 0.34478698462017865  , q1 , 1 , 7 , day
186.84811115264893 , 5.741923981346394  , q1 , 1 , 7 , week
814.6346402168274 , 18.638321217988736  , q1 , 1 , 7 , month
0.2199697494506836 , 0.10109223667277695  , q1 , 1 , 8 , minute
1.5982532501220703 , 0.06713887370401492  , q1 , 1 , 8 , hour
28.858635425567627 , 0.646088068396606  , q1 , 1 , 8 , day
215.07376670837402 , 5.372054799512774  , q1 , 1 , 8 , week
937.2859072685242 , 23.59917699931825  , q1 , 1 , 8 , month
0.23781299591064453 , 0.1364939931163032  , q1 , 1 , 9 , minute
1.7577219009399414 , 0.07934786026164087  , q1 , 1 , 9 , hour
33.090763092041016 , 1.7271288832493763  , q1 , 1 , 9 , day
244.2654848098755 , 7.865149214168546  , q1 , 1 , 9 , week
1071.407868862152 , 38.62093100944136  , q1 , 1 , 9 , month
0.23921966552734375 , 0.1479172295102944  , q1 , 1 , 10 , minute
1.9684028625488281 , 0.14852011639956247  , q1 , 1 , 10 , hour
36.89422607421875 , 1.9447424224545655  , q1 , 1 , 10 , day
271.77100896835327 , 8.69684851874732  , q1 , 1 , 10 , week
1179.7575640678406 , 38.86343380859753  , q1 , 1 , 10 , month
0.17167091369628906 , 0.10809560926786103  , q1 , 10 , 1 , minute
0.5647969245910645 , 0.061155791518309924  , q1 , 10 , 1 , hour
7.945458889007568 , 0.9045977421543426  , q1 , 10 , 1 , day
67.90517568588257 , 5.873411518180818  , q1 , 10 , 1 , week
307.25374937057495 , 16.52346196437482  , q1 , 10 , 1 , month
0.3071737289428711 , 0.6072332651565034  , q1 , 10 , 2 , minute
1.0622859001159668 , 0.06236503110853934  , q1 , 10 , 2 , hour
17.913825511932373 , 1.7536209290432825  , q1 , 10 , 2 , day
135.9787917137146 , 9.15860606020785  , q1 , 10 , 2 , week
595.2412271499634 , 35.34306452580974  , q1 , 10 , 2 , month
0.27266502380371094 , 0.18487745023485114  , q1 , 10 , 3 , minute
1.514742374420166 , 0.2783142193502564  , q1 , 10 , 3 , hour
28.779714107513428 , 3.317276560801275  , q1 , 10 , 3 , day
205.3960418701172 , 9.470881844723257  , q1 , 10 , 3 , week
923.9923977851868 , 58.02451886408572  , q1 , 10 , 3 , month
0.33228635787963867 , 0.24946201478055902  , q1 , 10 , 4 , minute
1.9945240020751953 , 1.023975209693386  , q1 , 10 , 4 , hour
39.277026653289795 , 3.3978254977967066  , q1 , 10 , 4 , day
278.4768867492676 , 14.576060258684208  , q1 , 10 , 4 , week
1233.017430305481 , 91.72112774313473  , q1 , 10 , 4 , month
0.3734922409057617 , 0.2649181354406947  , q1 , 10 , 5 , minute
2.5389552116394043 , 1.2192609758797572  , q1 , 10 , 5 , hour
48.7416934967041 , 4.136327346823786  , q1 , 10 , 5 , day
349.79727268218994 , 16.965545708380592  , q1 , 10 , 5 , week
1582.3838901519775 , 54.99578292783142  , q1 , 10 , 5 , month
0.49562931060791016 , 0.3343091109031057  , q1 , 10 , 6 , minute
2.826857566833496 , 0.5631615144466141  , q1 , 10 , 6 , hour
60.97007989883423 , 4.680540540498501  , q1 , 10 , 6 , day
424.3649363517761 , 18.489538893552293  , q1 , 10 , 6 , week
1888.212330341339 , 67.52868001890326  , q1 , 10 , 6 , month
0.5452847480773926 , 0.3288725335842673  , q1 , 10 , 7 , minute
