runtime, var  , query , n_s , n_st , timerange
9.54972743988037 , 9.580224554755972 , q1 , 1 , 2 , hour
314.6728515625 , 46.77222464683369 , q1 , 1 , 2 , day
1502.7194023132324 , 62.28996305862885 , q1 , 1 , 2 , week
5830.405926704407 , 136.03116685808624 , q1 , 1 , 2 , month
38.56828212738037 , 9.25416149990285 , q1 , 1 , 4 , minute
64.55903053283691 , 3.3574900642298244 , q1 , 1 , 4 , hour
475.3089189529419 , 27.7840491011888 , q1 , 1 , 4 , day
2810.2328300476074 , 86.65947990189399 , q1 , 1 , 4 , week
11280.635666847229 , 282.768844389186 , q1 , 1 , 4 , month
35.31618118286133 , 7.975330207584316 , q1 , 1 , 6 , minute
70.68846225738525 , 4.194269969848663 , q1 , 1 , 6 , hour
690.9751176834106 , 30.02985034347441 , q1 , 1 , 6 , day
4039.9844884872437 , 77.80892729460408 , q1 , 1 , 6 , week
16584.07862186432 , 345.30801350282854 , q1 , 1 , 6 , month
28.940534591674805 , 7.369568143187952 , q1 , 1 , 8 , minute
77.96263694763184 , 5.059712878003639 , q1 , 1 , 8 , hour
852.7071237564087 , 55.265996223209456 , q1 , 1 , 8 , day
5306.5593004226685 , 110.97487989752193 , q1 , 1 , 8 , week
22486.993861198425 , 342.2111823885672 , q1 , 1 , 8 , month
41.669297218322754 , 13.785727044748256 , q1 , 1 , 10 , minute
100.7098913192749 , 3.609417551295061 , q1 , 1 , 10 , hour
1081.5373420715332 , 64.17232831227358 , q1 , 1 , 10 , day
6575.095152854919 , 138.8658410116451 , q1 , 1 , 10 , week
28017.830872535706 , 446.18518304630476 , q1 , 1 , 10 , month
59.40570831298828 , 70.44719672254216 , q1 , 20 , 2 , minute
114.81640338897705 , 8.38003346157166 , q1 , 20 , 2 , hour
1353.6261320114136 , 108.44851004106314 , q1 , 20 , 2 , day
7850.346517562866 , 267.0900176695108 , q1 , 20 , 2 , week
30287.03532218933 , 288.003108173674 , q1 , 20 , 2 , month
60.41407585144043 , 62.555360615764265 , q1 , 20 , 4 , minute
169.74256038665771 , 5.484458604002218 , q1 , 20 , 4 , hour
2646.019434928894 , 68.82974167883654 , q1 , 20 , 4 , day
14318.955421447754 , 260.28095401224465 , q1 , 20 , 4 , week
59288.30991850959 , 838.7383507782274 , q1 , 20 , 4 , month
51.660847663879395 , 45.130077075244 , q1 , 20 , 6 , minute
222.74982929229736 , 4.7893097623189895 , q1 , 20 , 6 , hour
3936.476969718933 , 98.24377362130285 , q1 , 20 , 6 , day
20969.230556488037 , 300.36094770303146 , q1 , 20 , 6 , week
87704.38472429912 , 1372.786911069537 , q1 , 20 , 6 , month
55.17563819885254 , 51.38521339379395 , q1 , 20 , 8 , minute
276.5545845031738 , 11.445457987896038 , q1 , 20 , 8 , hour
5019.950866699219 , 97.76727246167437 , q1 , 20 , 8 , day
27030.263829231262 , 266.0795520741309 , q1 , 20 , 8 , week
115375.64959526062 , 846.3219032568434 , q1 , 20 , 8 , month
72.95563220977783 , 60.92682643083648 , q1 , 20 , 10 , minute
342.2376871109009 , 10.506161969937303 , q1 , 20 , 10 , hour
5856.696939468384 , 129.9474983038293 , q1 , 20 , 10 , day
33448.10755252838 , 387.59867463708184 , q1 , 20 , 10 , week
143645.98667621613 , 2154.2028012348774 , q1 , 20 , 10 , month
51.75964832305908 , 59.433020775669796 , q1 , 40 , 2 , minute
164.83557224273682 , 4.947851196566962 , q1 , 40 , 2 , hour
2498.8410472869873 , 144.61008397048167 , q1 , 40 , 2 , day
14579.2982339859 , 189.56409455064173 , q1 , 40 , 2 , week
55096.332144737244 , 570.5439668680114 , q1 , 40 , 2 , month
52.18064785003662 , 23.6453286211928 , q1 , 40 , 4 , minute
267.81888008117676 , 5.981459118443703 , q1 , 40 , 4 , hour
4873.126149177551 , 71.59398699135103 , q1 , 40 , 4 , day
26157.499742507935 , 439.84961109288577 , q1 , 40 , 4 , week
108643.83707046509 , 1785.7477411379593 , q1 , 40 , 4 , month
61.879944801330566 , 69.53103407616379 , q1 , 40 , 6 , minute
360.5569124221802 , 5.603776870958563 , q1 , 40 , 6 , hour
7216.229772567749 , 182.8773385181022 , q1 , 40 , 6 , day
38188.44089508057 , 456.53228868586433 , q1 , 40 , 6 , week
161931.1980009079 , 3403.492540026381 , q1 , 40 , 6 , month
56.22079372406006 , 32.43703464001235 , q1 , 40 , 8 , minute
458.3608388900757 , 10.439500687484475 , q1 , 40 , 8 , hour
9132.0809841156 , 114.33125572661112 , q1 , 40 , 8 , day
50321.518087387085 , 576.4896616670038 , q1 , 40 , 8 , week
212315.46036402383 , 2214.767414625835 , q1 , 40 , 8 , month
51.39429569244385 , 12.840049814724381 , q1 , 40 , 10 , minute
558.4289312362671 , 6.3526832262950785 , q1 , 40 , 10 , hour
10900.47435760498 , 160.2628559365119 , q1 , 40 , 10 , day
61674.40583970812 , 763.6838528514763 , q1 , 40 , 10 , week
267158.0368677775 , 4280.653918229733 , q1 , 40 , 10 , month
43.538832664489746 , 32.07113600089841 , q1 , 60 , 2 , minute
213.4429931640625 , 6.583021677547319 , q1 , 60 , 2 , hour
3602.0607948303223 , 147.3124186956228 , q1 , 60 , 2 , day
20912.106680870056 , 636.2697405254836 , q1 , 60 , 2 , week
79795.72221211025 , 865.7367911352646 , q1 , 60 , 2 , month
52.532315254211426 , 21.10831529618743 , q1 , 60 , 4 , minute
365.82930088043213 , 9.122737738817513 , q1 , 60 , 4 , hour
7092.72997379303 , 66.16042457927415 , q1 , 60 , 4 , day
