runtime, var  , query , n_s , n_st , timerange
10.963892936706543 , 4.487246764071497 , q1 , 1 , 1 , minute
10.645127296447754 , 0.4795923432533639 , q1 , 1 , 1 , hour
38.8002872467041 , 2.9515556480515497 , q1 , 1 , 1 , day
173.74582290649414 , 3.884860557337922 , q1 , 1 , 1 , week
58.27975273132324 , 1.5809932460647942 , q1 , 1 , 400 , minute
483.54945182800293 , 36.336319045492125 , q1 , 1 , 400 , hour
10432.289242744446 , 74.14496692089217 , q1 , 1 , 400 , day
72206.74041339329 , 239.8112187623096 , q1 , 1 , 400 , week
87.75229454040527 , 34.77890688484239 , q1 , 1 , 800 , minute
905.5282831192017 , 10.776630000313348 , q1 , 1 , 800 , hour
20683.694171905518 , 75.80964717075163 , q1 , 1 , 800 , day
105891.9677053179 , 210.33806579009277 , q1 , 1 , 800 , week
104.23948764801025 , 23.85075205327502 , q1 , 1 , 1200 , minute
1363.9229536056519 , 15.938504917891898 , q1 , 1 , 1200 , hour
31009.967701775688 , 177.17841562322118 , q1 , 1 , 1200 , day
116348.09173856463 , 193.20131078161222 , q1 , 1 , 1200 , week
126.93028450012207 , 18.234255038018105 , q1 , 1 , 1600 , minute
1831.908106803894 , 22.63673352205077 , q1 , 1 , 1600 , hour
41079.553399767196 , 203.72480368777508 , q1 , 1 , 1600 , day
136149.9900477273 , 367.9945519289163 , q1 , 1 , 1600 , week
140.39857387542725 , 25.800052021058452 , q1 , 1 , 2000 , minute
2245.1324939727783 , 15.145917930240635 , q1 , 1 , 2000 , hour
51620.23091316223 , 132.64976999720167 , q1 , 1 , 2000 , day
367455.5651460375 , 2207.991236730957 , q1 , 1 , 2000 , week
24.5589017868042 , 10.92661489235446 , q1 , 20 , 1 , minute
22.172069549560547 , 2.0944089157218495 , q1 , 20 , 1 , hour
64.4068956375122 , 5.993184660544803 , q1 , 20 , 1 , day
129.16936874389648 , 6.891589308625373 , q1 , 20 , 1 , week
387.2227430343628 , 493.2723256307372 , q1 , 20 , 400 , minute
874.6987581253052 , 20.277659506725747 , q1 , 20 , 400 , hour
15982.241201400757 , 157.74726678289727 , q1 , 20 , 400 , day
92891.30905696323 , 1873.4378460566668 , q1 , 20 , 400 , week
563.6863470077515 , 513.4836936055539 , q1 , 20 , 800 , minute
1726.1972427368164 , 29.920738424582638 , q1 , 20 , 800 , hour
31907.546554292952 , 335.21423138664545 , q1 , 20 , 800 , day
61030.480452946256 , 374.6045309129675 , q1 , 20 , 800 , week
685.8757972717285 , 424.32860610816954 , q1 , 20 , 1200 , minute
2607.7731132507324 , 65.00826365130567 , q1 , 20 , 1200 , hour
47933.27031816755 , 395.29073725129314 , q1 , 20 , 1200 , day
200076.07987948827 , 2110.8723397878475 , q1 , 20 , 1200 , week
903.0944347381592 , 591.3820186173592 , q1 , 20 , 1600 , minute
3396.9112634658813 , 58.67206608224937 , q1 , 20 , 1600 , hour
62632.005555289135 , 440.23716889425776 , q1 , 20 , 1600 , day
499847.8090422494 , 8059.247281245322 , q1 , 20 , 1600 , week
1058.4294319152832 , 672.9275837269257 , q1 , 20 , 2000 , minute
4269.610643386841 , 74.11279379727381 , q1 , 20 , 2000 , hour
78556.89770834787 , 711.8304014297485 , q1 , 20 , 2000 , day
667765.4834474836 , 74034.11994011464 , q1 , 20 , 2000 , week
43.01285743713379 , 34.82136125830021 , q1 , 40 , 1 , minute
35.05508899688721 , 3.6436657590086763 , q1 , 40 , 1 , hour
90.97757339477539 , 19.59194945791024 , q1 , 40 , 1 , day
378.952956199646 , 21.696303197861656 , q1 , 40 , 1 , week
831.2933683395386 , 1324.7019360531713 , q1 , 40 , 400 , minute
1342.639446258545 , 21.782355139283425 , q1 , 40 , 400 , hour
23396.3479730818 , 398.63262556016184 , q1 , 40 , 400 , day
34896.55940873282 , 244.73222644910715 , q1 , 40 , 400 , week
1213.346242904663 , 1621.7881665264626 , q1 , 40 , 800 , minute
3680.045437812805 , 1054.7396734573533 , q1 , 40 , 800 , hour
47975.35644258772 , 531.4913763115004 , q1 , 40 , 800 , day
144793.3465753283 , 738.5487594470147 , q1 , 40 , 800 , week
1149.3855476379395 , 505.63532193981786 , q1 , 40 , 1200 , minute
3979.160261154175 , 66.0308715920447 , q1 , 40 , 1200 , hour
45725.85940361023 , 421.19673497055385 , q1 , 40 , 1200 , day
45595.501525061474 , 378.9601038351514 , q1 , 40 , 1200 , week
1366.3479566574097 , 411.28771113579353 , q1 , 40 , 1600 , minute
5161.262488365173 , 93.22605819200517 , q1 , 40 , 1600 , hour
38812.248127801075 , 660.8806858241172 , q1 , 40 , 1600 , day
39289.74025590079 , 537.6283271979 , q1 , 40 , 1600 , week
1632.2427034378052 , 564.2128504844396 , q1 , 40 , 2000 , minute
6453.220319747925 , 96.17418320260359 , q1 , 40 , 2000 , hour
116761.51384626116 , 1766.40848211059 , q1 , 40 , 2000 , day
361588.17086900986 , 4651.129735474819 , q1 , 40 , 2000 , week
45.188307762145996 , 11.29861743328102 , q1 , 60 , 1 , minute
41.61956310272217 , 5.12105127347149 , q1 , 60 , 1 , hour
114.95211124420166 , 12.630644742697097 , q1 , 60 , 1 , day
356.55927658081055 , 18.680054604991614 , q1 , 60 , 1 , week
789.4915103912354 , 718.0217357446196 , q1 , 60 , 400 , minute
1806.1951398849487 , 43.09363462395515 , q1 , 60 , 400 , hour
32879.65328352792 , 867.287256679961 , q1 , 60 , 400 , day
92981.33271081107 , 1412.5001295774457 , q1 , 60 , 400 , week
1832.5610637664795 , 2639.710386823621 , q1 , 60 , 800 , minute
